nan,2.000000,1.777778,1.555556,1.333333,1.111111,0.888889,0.666667,0.444444,0.222222
1,    0.0161400000,    0.0216220000,    0.0232090000,    0.0241140000,    0.0247130000,    0.0251120000,    0.0253820000,    0.0255560000,    0.0256540000
2,    0.0166890000,    0.0224750000,    0.0241420000,    0.0250800000,    0.0257050000,    0.0261210000,    0.0264030000,    0.0265840000,    0.0266860000
3,    0.0166680000,    0.0224970000,    0.0241630000,    0.0250960000,    0.0257220000,    0.0261380000,    0.0264200000,    0.0266010000,    0.0267030000
4,    0.0166500000,    0.0224960000,    0.0241670000,    0.0250970000,    0.0257230000,    0.0261390000,    0.0264210000,    0.0266020000,    0.0267040000
5,    0.0166400000,    0.0224940000,    0.0241710000,    0.0250980000,    0.0257230000,    0.0261400000,    0.0264210000,    0.0266030000,    0.0267050000
6,    0.0166360000,    0.0224880000,    0.0241730000,    0.0251000000,    0.0257240000,    0.0261400000,    0.0264210000,    0.0266030000,    0.0267050000
7,    0.0167250000,    0.0224970000,    0.0241750000,    0.0251020000,    0.0257250000,    0.0261410000,    0.0264220000,    0.0266030000,    0.0267050000
8,    0.0239270000,    0.0287780000,    0.0308400000,    0.0320030000,    0.0327320000,    0.0331960000,    0.0334990000,    0.0336900000,    0.0337960000
9,    0.0255020000,    0.0302150000,    0.0323600000,    0.0335880000,    0.0343510000,    0.0348320000,    0.0351430000,    0.0353380000,    0.0354460000
10,    0.0282130000,    0.0326660000,    0.0349310000,    0.0362610000,    0.0370890000,    0.0376080000,    0.0379400000,    0.0381460000,    0.0382590000
11,    0.0293940000,    0.0337410000,    0.0360430000,    0.0374120000,    0.0382690000,    0.0388080000,    0.0391520000,    0.0393660000,    0.0394820000
12,    0.0305130000,    0.0347500000,    0.0370730000,    0.0384730000,    0.0393550000,    0.0399130000,    0.0402700000,    0.0404910000,    0.0406120000
13,    0.0325510000,    0.0366060000,    0.0389470000,    0.0403870000,    0.0413090000,    0.0418980000,    0.0422780000,    0.0425160000,    0.0426460000
14,    0.0334980000,    0.0374730000,    0.0398120000,    0.0412630000,    0.0421970000,    0.0427990000,    0.0431890000,    0.0434330000,    0.0435680000
15,    0.0344080000,    0.0383040000,    0.0406370000,    0.0420940000,    0.0430380000,    0.0436490000,    0.0440480000,    0.0442980000,    0.0444360000
16,    0.0352810000,    0.0391040000,    0.0414280000,    0.0428880000,    0.0438380000,    0.0444550000,    0.0448600000,    0.0451150000,    0.0452560000
17,    0.0361190000,    0.0398740000,    0.0421880000,    0.0436470000,    0.0446000000,    0.0452220000,    0.0456320000,    0.0458910000,    0.0460340000
