nan,2.000000,1.777778,1.555556,1.333333,1.111111,0.888889,0.666667,0.444444,0.222222
1,    0.0097638000,    0.0130800000,    0.0140400000,    0.0145870000,    0.0149500000,    0.0151910000,    0.0153550000,    0.0154600000,    0.0155190000
2,    0.0100960000,    0.0135960000,    0.0146050000,    0.0151720000,    0.0155500000,    0.0158020000,    0.0159720000,    0.0160820000,    0.0161430000
3,    0.0100830000,    0.0136100000,    0.0146170000,    0.0151810000,    0.0155600000,    0.0158120000,    0.0159820000,    0.0160920000,    0.0161540000
4,    0.0100720000,    0.0136090000,    0.0146200000,    0.0151820000,    0.0155610000,    0.0158130000,    0.0159830000,    0.0160930000,    0.0161540000
5,    0.0100660000,    0.0136070000,    0.0146220000,    0.0151830000,    0.0155610000,    0.0158130000,    0.0159830000,    0.0160930000,    0.0161550000
6,    0.0100640000,    0.0136040000,    0.0146230000,    0.0151840000,    0.0155610000,    0.0158130000,    0.0159830000,    0.0160930000,    0.0161550000
7,    0.0101170000,    0.0136090000,    0.0146240000,    0.0151850000,    0.0155620000,    0.0158130000,    0.0159840000,    0.0160930000,    0.0161550000
8,    0.0144750000,    0.0174090000,    0.0186560000,    0.0193600000,    0.0198010000,    0.0200810000,    0.0202650000,    0.0203800000,    0.0204440000
9,    0.0154270000,    0.0182780000,    0.0195760000,    0.0203190000,    0.0207800000,    0.0210710000,    0.0212590000,    0.0213770000,    0.0214420000
10,    0.0170670000,    0.0197610000,    0.0211310000,    0.0219360000,    0.0224360000,    0.0227500000,    0.0229510000,    0.0230760000,    0.0231440000
11,    0.0177820000,    0.0204110000,    0.0218040000,    0.0226320000,    0.0231500000,    0.0234760000,    0.0236850000,    0.0238140000,    0.0238840000
12,    0.0184580000,    0.0210220000,    0.0224270000,    0.0232740000,    0.0238080000,    0.0241450000,    0.0243610000,    0.0244950000,    0.0245680000
13,    0.0196910000,    0.0221450000,    0.0235600000,    0.0244320000,    0.0249890000,    0.0253460000,    0.0255760000,    0.0257190000,    0.0257980000
14,    0.0202640000,    0.0226690000,    0.0240840000,    0.0249610000,    0.0255270000,    0.0258910000,    0.0261270000,    0.0262740000,    0.0263560000
15,    0.0208150000,    0.0231720000,    0.0245830000,    0.0254640000,    0.0260360000,    0.0264050000,    0.0266460000,    0.0267970000,    0.0268810000
16,    0.0213430000,    0.0236560000,    0.0250620000,    0.0259440000,    0.0265190000,    0.0268930000,    0.0271380000,    0.0272920000,    0.0273770000
