nan,2.781500,2.682161,2.582822,2.483482,2.384143,2.284804,2.185465,2.086125,1.986786,1.887447,1.788107,1.688768,1.589429,1.490089,1.390750,1.291411,1.192071,1.092732,0.993393,0.894054,0.794714,0.695375,0.596036,0.496696,0.397357,0.298018,0.198679,0.099339,0.000000
1,    0.0001559500,    0.0001529000,    0.0001537400,    0.0001537900,    0.0001537500,    0.0001536400,    0.0001534900,    0.0001533200,    0.0001531100,    0.0001528500,    0.0001525600,    0.0001522200,    0.0001518300,    0.0001513800,    0.0001508500,    0.0001502500,    0.0001495500,    0.0001487400,    0.0001477900,    0.0001466600,    0.0001453200,    0.0001437100,    0.0001417500,    0.0001393200,    0.0001362400,    0.0001322200,    0.0001265500,    0.0001179900,    0.0000866940
2,    0.0001623900,    0.0001591200,    0.0001599300,    0.0001600100,    0.0001599600,    0.0001598400,    0.0001597000,    0.0001595100,    0.0001592900,    0.0001590300,    0.0001587300,    0.0001583700,    0.0001579600,    0.0001574900,    0.0001569500,    0.0001563200,    0.0001556000,    0.0001547500,    0.0001537600,    0.0001525900,    0.0001511900,    0.0001495200,    0.0001474800,    0.0001449500,    0.0001417400,    0.0001375500,    0.0001316900,    0.0001226400,    0.0000898280
3,    0.0001625300,    0.0001592500,    0.0001600500,    0.0001601300,    0.0001600800,    0.0001599600,    0.0001598200,    0.0001596300,    0.0001594100,    0.0001591500,    0.0001588500,    0.0001584900,    0.0001580800,    0.0001576100,    0.0001570700,    0.0001564400,    0.0001557100,    0.0001548700,    0.0001538700,    0.0001527000,    0.0001513000,    0.0001496300,    0.0001475900,    0.0001450600,    0.0001418500,    0.0001376500,    0.0001317900,    0.0001227000,    0.0000898750
4,    0.0001625500,    0.0001592600,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599700,    0.0001598300,    0.0001596400,    0.0001594200,    0.0001591600,    0.0001588600,    0.0001585000,    0.0001580900,    0.0001576200,    0.0001570800,    0.0001564500,    0.0001557200,    0.0001548800,    0.0001538800,    0.0001527100,    0.0001513100,    0.0001496400,    0.0001475900,    0.0001450700,    0.0001418600,    0.0001376500,    0.0001318000,    0.0001227100,    0.0000899530
5,    0.0001625500,    0.0001592700,    0.0001600600,    0.0001601500,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594300,    0.0001591600,    0.0001588600,    0.0001585100,    0.0001581000,    0.0001576200,    0.0001570800,    0.0001564500,    0.0001557300,    0.0001548800,    0.0001538900,    0.0001527100,    0.0001513200,    0.0001496400,    0.0001476000,    0.0001450700,    0.0001418600,    0.0001376600,    0.0001318100,    0.0001227300,    0.0000900640
6,    0.0001625600,    0.0001592800,    0.0001600700,    0.0001601500,    0.0001601000,    0.0001599800,    0.0001598400,    0.0001596500,    0.0001594300,    0.0001591700,    0.0001588700,    0.0001585100,    0.0001581000,    0.0001576300,    0.0001570900,    0.0001564600,    0.0001557300,    0.0001548800,    0.0001538900,    0.0001527200,    0.0001513200,    0.0001496500,    0.0001476000,    0.0001450700,    0.0001418700,    0.0001376600,    0.0001318100,    0.0001227500,    0.0000901900
7,    0.0001589100,    0.0001593000,    0.0001600500,    0.0001601500,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594300,    0.0001591700,    0.0001588700,    0.0001585200,    0.0001581200,    0.0001576500,    0.0001571100,    0.0001564800,    0.0001557500,    0.0001549100,    0.0001539100,    0.0001527400,    0.0001513400,    0.0001496700,    0.0001476200,    0.0001451000,    0.0001418900,    0.0001376800,    0.0001318300,    0.0001228100,    0.0000904620
8,    0.0001582000,    0.0001593000,    0.0001600800,    0.0001601600,    0.0001601000,    0.0001599900,    0.0001598500,    0.0001596600,    0.0001594500,    0.0001591900,    0.0001588900,    0.0001585400,    0.0001581300,    0.0001576600,    0.0001571200,    0.0001565000,    0.0001557700,    0.0001549200,    0.0001539300,    0.0001527600,    0.0001513600,    0.0001496800,    0.0001476400,    0.0001451100,    0.0001419000,    0.0001377000,    0.0001318400,    0.0001229100,    0.0000908050
9,    0.0001583800,    0.0001593500,    0.0001600900,    0.0001601700,    0.0001601200,    0.0001600100,    0.0001598600,    0.0001596800,    0.0001594600,    0.0001592000,    0.0001589000,    0.0001585400,    0.0001581400,    0.0001576700,    0.0001571200,    0.0001565000,    0.0001557700,    0.0001549200,    0.0001539300,    0.0001527600,    0.0001513600,    0.0001496900,    0.0001476500,    0.0001451200,    0.0001419100,    0.0001377000,    0.0001318500,    0.0001229800,    0.0000910150
10,    0.0001599100,    0.0001595100,    0.0001600700,    0.0001601500,    0.0001601000,    0.0001599900,    0.0001598500,    0.0001596700,    0.0001594600,    0.0001592100,    0.0001589100,    0.0001585700,    0.0001581700,    0.0001577100,    0.0001571700,    0.0001565500,    0.0001558300,    0.0001549800,    0.0001539800,    0.0001528100,    0.0001514100,    0.0001497300,    0.0001476900,    0.0001451600,    0.0001419500,    0.0001377300,    0.0001318900,    0.0001230700,    0.0000911410
11,    0.0001685800,    0.0001593100,    0.0001600400,    0.0001601500,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588800,    0.0001585300,    0.0001581300,    0.0001576700,    0.0001571300,    0.0001565100,    0.0001557800,    0.0001549300,    0.0001539400,    0.0001527700,    0.0001513700,    0.0001497000,    0.0001476500,    0.0001451300,    0.0001419200,    0.0001377100,    0.0001318700,    0.0001231400,    0.0000911100
12,    0.0001697700,    0.0001593000,    0.0001600500,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001557900,    0.0001549500,    0.0001539500,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419300,    0.0001377200,    0.0001319000,    0.0001231500,    0.0000908380
13,    0.0001705600,    0.0001593000,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001557900,    0.0001549500,    0.0001539500,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419300,    0.0001377200,    0.0001319100,    0.0001230900,    0.0000906080
14,    0.0001711000,    0.0001593000,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001557900,    0.0001549500,    0.0001539500,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419300,    0.0001377300,    0.0001319200,    0.0001230500,    0.0000904740
15,    0.0001714800,    0.0001593000,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001557900,    0.0001549500,    0.0001539600,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419400,    0.0001377300,    0.0001319300,    0.0001230200,    0.0000904000
16,    0.0001717700,    0.0001593000,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001557900,    0.0001549500,    0.0001539600,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419400,    0.0001377300,    0.0001319400,    0.0001229900,    0.0000903580
17,    0.0001719800,    0.0001593000,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001558000,    0.0001549500,    0.0001539600,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419400,    0.0001377400,    0.0001319400,    0.0001229700,    0.0000903330
18,    0.0001721500,    0.0001593000,    0.0001600600,    0.0001601400,    0.0001600900,    0.0001599800,    0.0001598300,    0.0001596500,    0.0001594400,    0.0001591800,    0.0001588900,    0.0001585400,    0.0001581400,    0.0001576800,    0.0001571400,    0.0001565200,    0.0001558000,    0.0001549500,    0.0001539600,    0.0001527800,    0.0001513900,    0.0001497100,    0.0001476700,    0.0001451400,    0.0001419400,    0.0001377400,    0.0001319400,    0.0001229600,    0.0000903180
