nan,2.781500,2.682161,2.582822,2.483482,2.384143,2.284804,2.185465,2.086125,1.986786,1.887447,1.788107,1.688768,1.589429,1.490089,1.390750,1.291411,1.192071,1.092732,0.993393,0.894054,0.794714,0.695375,0.596036,0.496696,0.397357,0.298018,0.198679,0.099339,0.000000
1,    0.0112030000,    0.0109850000,    0.0110450000,    0.0110490000,    0.0110460000,    0.0110380000,    0.0110280000,    0.0110150000,    0.0110000000,    0.0109820000,    0.0109610000,    0.0109360000,    0.0109080000,    0.0108760000,    0.0108380000,    0.0107950000,    0.0107450000,    0.0106870000,    0.0106180000,    0.0105370000,    0.0104410000,    0.0103260000,    0.0101850000,    0.0100110000,    0.0097895000,    0.0095005000,    0.0090935000,    0.0084789000,    0.0062278000
2,    0.0116770000,    0.0114430000,    0.0115010000,    0.0115070000,    0.0115030000,    0.0114950000,    0.0114840000,    0.0114710000,    0.0114550000,    0.0114370000,    0.0114150000,    0.0113900000,    0.0113600000,    0.0113260000,    0.0112870000,    0.0112420000,    0.0111900000,    0.0111290000,    0.0110580000,    0.0109740000,    0.0108740000,    0.0107530000,    0.0106060000,    0.0104250000,    0.0101940000,    0.0098925000,    0.0094712000,    0.0088205000,    0.0064579000
3,    0.0116900000,    0.0114550000,    0.0115120000,    0.0115180000,    0.0115150000,    0.0115060000,    0.0114960000,    0.0114830000,    0.0114670000,    0.0114480000,    0.0114260000,    0.0114010000,    0.0113710000,    0.0113370000,    0.0112980000,    0.0112530000,    0.0112010000,    0.0111400000,    0.0110690000,    0.0109840000,    0.0108840000,    0.0107630000,    0.0106170000,    0.0104350000,    0.0102040000,    0.0099019000,    0.0094807000,    0.0088271000,    0.0064624000
4,    0.0116930000,    0.0114570000,    0.0115140000,    0.0115200000,    0.0115170000,    0.0115080000,    0.0114980000,    0.0114850000,    0.0114690000,    0.0114500000,    0.0114280000,    0.0114030000,    0.0113730000,    0.0113390000,    0.0113000000,    0.0112550000,    0.0112030000,    0.0111420000,    0.0110710000,    0.0109860000,    0.0108860000,    0.0107650000,    0.0106180000,    0.0104370000,    0.0102060000,    0.0099035000,    0.0094824000,    0.0088285000,    0.0064686000
5,    0.0116940000,    0.0114580000,    0.0115160000,    0.0115220000,    0.0115180000,    0.0115100000,    0.0114990000,    0.0114860000,    0.0114700000,    0.0114510000,    0.0114290000,    0.0114040000,    0.0113740000,    0.0113410000,    0.0113010000,    0.0112560000,    0.0112040000,    0.0111430000,    0.0110720000,    0.0109870000,    0.0108870000,    0.0107660000,    0.0106200000,    0.0104380000,    0.0102070000,    0.0099044000,    0.0094834000,    0.0088301000,    0.0064770000
6,    0.0116950000,    0.0114600000,    0.0115170000,    0.0115230000,    0.0115190000,    0.0115110000,    0.0115000000,    0.0114870000,    0.0114710000,    0.0114520000,    0.0114300000,    0.0114050000,    0.0113750000,    0.0113420000,    0.0113020000,    0.0112570000,    0.0112050000,    0.0111440000,    0.0110730000,    0.0109880000,    0.0108880000,    0.0107670000,    0.0106200000,    0.0104390000,    0.0102080000,    0.0099052000,    0.0094843000,    0.0088321000,    0.0064863000
7,    0.0114340000,    0.0114620000,    0.0115160000,    0.0115230000,    0.0115190000,    0.0115110000,    0.0115010000,    0.0114880000,    0.0114720000,    0.0114530000,    0.0114320000,    0.0114070000,    0.0113780000,    0.0113440000,    0.0113050000,    0.0112600000,    0.0112080000,    0.0111470000,    0.0110760000,    0.0109910000,    0.0108910000,    0.0107700000,    0.0106230000,    0.0104410000,    0.0102110000,    0.0099078000,    0.0094865000,    0.0088375000,    0.0065065000
8,    0.0113830000,    0.0114640000,    0.0115200000,    0.0115250000,    0.0115210000,    0.0115130000,    0.0115030000,    0.0114900000,    0.0114740000,    0.0114560000,    0.0114340000,    0.0114090000,    0.0113800000,    0.0113460000,    0.0113070000,    0.0112620000,    0.0112100000,    0.0111490000,    0.0110780000,    0.0109930000,    0.0108930000,    0.0107720000,    0.0106250000,    0.0104430000,    0.0102120000,    0.0099098000,    0.0094881000,    0.0088450000,    0.0065317000
9,    0.0113970000,    0.0114680000,    0.0115210000,    0.0115260000,    0.0115230000,    0.0115150000,    0.0115040000,    0.0114910000,    0.0114760000,    0.0114570000,    0.0114350000,    0.0114100000,    0.0113810000,    0.0113470000,    0.0113080000,    0.0112630000,    0.0112110000,    0.0111500000,    0.0110780000,    0.0109940000,    0.0108940000,    0.0107730000,    0.0106260000,    0.0104440000,    0.0102130000,    0.0099106000,    0.0094891000,    0.0088509000,    0.0065471000
