0.046458, 12.110835, 2.110080, 2.770304, 0
0.025729, 12.110318, 2.110080, 2.731830, 0
0.005808, 12.109802, 2.110080, 2.693356, 0
0.044391, 12.093284, 2.110080, 2.770304, 0
0.024604, 12.092993, 2.110080, 2.731830, 0
0.005552, 12.092702, 2.110080, 2.693356, 0
0.042587, 12.075733, 2.110080, 2.770304, 0
0.023624, 12.075667, 2.110080, 2.731830, 0
0.005328, 12.075601, 2.110080, 2.693356, 0
0.051972, 12.152944, 2.110080, 2.770304, 0
0.028728, 12.152058, 2.110080, 2.731830, 0
0.006494, 12.151172, 2.110080, 2.693356, 0
0.049666, 12.136793, 2.110080, 2.770304, 0
0.027471, 12.136039, 2.110080, 2.731830, 0
0.006207, 12.135286, 2.110080, 2.693356, 0
0.047684, 12.120642, 2.110080, 2.770304, 0
0.026393, 12.120021, 2.110080, 2.731830, 0
0.005960, 12.119401, 2.110080, 2.693356, 0
0.058042, 12.191672, 2.110080, 2.770304, 0
0.032027, 12.190551, 2.110080, 2.731830, 0
0.007255, 12.189430, 2.110080, 2.693356, 0
0.055479, 12.176819, 2.110080, 2.770304, 0
0.030630, 12.175784, 2.110080, 2.731830, 0
0.006933, 12.174748, 2.110080, 2.693356, 0
0.053312, 12.161966, 2.110080, 2.770304, 0
0.029451, 12.161016, 2.110080, 2.731830, 0
0.006661, 12.160067, 2.110080, 2.693356, 0
0.064853, 12.227280, 2.110080, 2.770304, 0
0.035726, 12.226009, 2.110080, 2.731830, 0
0.008109, 12.224738, 2.110080, 2.693356, 0
0.061924, 12.213624, 2.110080, 2.770304, 0
0.034130, 12.212408, 2.110080, 2.731830, 0
0.007741, 12.211191, 2.110080, 2.693356, 0
0.059488, 12.199968, 2.110080, 2.770304, 0
0.032806, 12.198806, 2.110080, 2.731830, 0
0.007435, 12.197644, 2.110080, 2.693356, 0
0.072957, 12.260017, 2.110080, 2.770304, 0
0.040108, 12.258662, 2.110080, 2.731830, 0
0.009119, 12.257306, 2.110080, 2.693356, 0
0.069384, 12.247462, 2.110080, 2.770304, 0
0.038163, 12.246137, 2.110080, 2.731830, 0
0.008672, 12.244811, 2.110080, 2.693356, 0
0.066469, 12.234907, 2.110080, 2.770304, 0
0.036582, 12.233612, 2.110080, 2.731830, 0
0.008308, 12.232316, 2.110080, 2.693356, 0
0.083470, 12.290116, 2.110080, 2.770304, 0
0.045760, 12.288731, 2.110080, 2.731830, 0
0.010422, 12.287346, 2.110080, 2.693356, 0
0.078706, 12.278573, 2.110080, 2.770304, 0
0.043169, 12.277197, 2.110080, 2.731830, 0
0.009828, 12.275821, 2.110080, 2.693356, 0
0.074923, 12.267030, 2.110080, 2.770304, 0
0.041121, 12.265663, 2.110080, 2.731830, 0
0.009357, 12.264296, 2.110080, 2.693356, 0
0.098119, 12.317790, 2.110080, 2.770304, 0
0.053597, 12.316426, 2.110080, 2.731830, 0
0.012242, 12.315061, 2.110080, 2.693356, 0
0.091353, 12.307177, 2.110080, 2.770304, 0
0.049919, 12.305802, 2.110080, 2.731830, 0
0.011393, 12.304428, 2.110080, 2.693356, 0
0.086148, 12.296564, 2.110080, 2.770304, 0
0.047106, 12.295179, 2.110080, 2.731830, 0
0.010743, 12.293794, 2.110080, 2.693356, 0
0.119120, 12.343235, 2.110080, 2.770304, 0
0.064827, 12.341936, 2.110080, 2.731830, 0
0.014883, 12.340638, 2.110080, 2.693356, 0
0.109353, 12.333477, 2.110080, 2.770304, 0
0.059524, 12.332151, 2.110080, 2.731830, 0
0.013642, 12.330825, 2.110080, 2.693356, 0
0.102085, 12.323718, 2.110080, 2.770304, 0
0.055601, 12.322365, 2.110080, 2.731830, 0
0.012723, 12.321011, 2.110080, 2.693356, 0
0.148998, 12.366632, 2.110080, 2.770304, 0
0.080933, 12.365441, 2.110080, 2.731830, 0
0.018724, 12.364249, 2.110080, 2.693356, 0
0.135161, 12.357659, 2.110080, 2.770304, 0
0.073421, 12.356424, 2.110080, 2.731830, 0
0.016936, 12.355189, 2.110080, 2.693356, 0
0.125196, 12.348685, 2.110080, 2.770304, 0
0.068036, 12.347408, 2.110080, 2.731830, 0
0.015649, 12.346129, 2.110080, 2.693356, 0
0.190788, 12.388146, 2.110080, 2.770304, 0
0.103936, 12.387100, 2.110080, 2.731830, 0
0.024221, 12.386054, 2.110080, 2.693356, 0
0.171653, 12.379895, 2.110080, 2.770304, 0
0.093523, 12.378792, 2.110080, 2.731830, 0
0.021717, 12.377687, 2.110080, 2.693356, 0
0.158421, 12.371644, 2.110080, 2.770304, 0
0.086328, 12.370483, 2.110080, 2.731830, 0
0.019972, 12.369321, 2.110080, 2.693356, 0
0.245875, 12.407931, 2.110080, 2.770304, 0
0.135436, 12.407065, 2.110080, 2.731830, 0
0.031630, 12.406200, 2.110080, 2.693356, 0
0.221655, 12.400343, 2.110080, 2.770304, 0
0.122003, 12.399406, 2.110080, 2.731830, 0
0.028417, 12.398469, 2.110080, 2.693356, 0
0.205981, 12.392755, 2.110080, 2.770304, 0
0.113247, 12.391747, 2.110080, 2.731830, 0
0.026291, 12.390738, 2.110080, 2.693356, 0
0.295609, 12.426125, 2.110080, 2.770304, 0
0.165826, 12.425472, 2.110080, 2.731830, 0
0.038241, 12.424819, 2.110080, 2.693356, 0
0.278284, 12.419147, 2.110080, 2.770304, 0
0.155795, 12.418410, 2.110080, 2.731830, 0
0.035999, 12.417674, 2.110080, 2.693356, 0
0.268572, 12.412169, 2.110080, 2.770304, 0
0.149933, 12.411349, 2.110080, 2.731830, 0
0.034709, 12.410528, 2.110080, 2.693356, 0
-0.054445, 12.458279, 2.110080, 2.770304, 0
-0.029998, 12.458239, 2.110080, 2.731830, 0
-0.006720, 12.458199, 2.110080, 2.693356, 0
0.024542, 12.452367, 2.110080, 2.770304, 0
0.015228, 12.452189, 2.110080, 2.731830, 0
0.003539, 12.452011, 2.110080, 2.693356, 0
-0.012084, 12.446454, 2.110080, 2.770304, 0
-0.004116, 12.446139, 2.110080, 2.731830, 0
-0.001257, 12.445824, 2.110080, 2.693356, 0
0.173635, 12.442866, 2.110080, 2.770304, 0
0.100978, 12.442480, 2.110080, 2.731830, 0
0.022809, 12.442094, 2.110080, 2.693356, 0
0.260899, 12.436445, 2.110080, 2.770304, 0
0.150254, 12.435953, 2.110080, 2.731830, 0
0.033671, 12.435461, 2.110080, 2.693356, 0
0.297159, 12.430024, 2.110080, 2.770304, 0
0.172235, 12.429426, 2.110080, 2.731830, 0
0.038371, 12.428829, 2.110080, 2.693356, 0
0.017991, 12.110923, 1.909120, 2.770304, 0
0.018520, 12.093333, 1.909120, 2.770304, 0
0.019145, 12.075744, 1.909120, 2.770304, 0
0.009783, 12.110706, 1.909120, 2.731830, 0
0.010084, 12.093211, 1.909120, 2.731830, 0
0.010438, 12.075716, 1.909120, 2.731830, 0
0.002124, 12.110489, 1.909120, 2.693356, 0
0.002193, 12.093089, 1.909120, 2.693356, 0
0.002273, 12.075689, 1.909120, 2.693356, 0
0.017804, 12.153081, 1.909120, 2.770304, 0
0.018454, 12.136913, 1.909120, 2.770304, 0
0.019204, 12.120746, 1.909120, 2.770304, 0
0.009698, 12.152665, 1.909120, 2.731830, 0
0.010066, 12.136572, 1.909120, 2.731830, 0
0.010490, 12.120480, 1.909120, 2.731830, 0
0.002108, 12.152248, 1.909120, 2.693356, 0
0.002192, 12.136231, 1.909120, 2.693356, 0
0.002287, 12.120213, 1.909120, 2.693356, 0
0.017094, 12.191832, 1.909120, 2.770304, 0
0.017890, 12.176971, 1.909120, 2.770304, 0
0.018782, 12.162110, 1.909120, 2.770304, 0
0.009340, 12.191264, 1.909120, 2.731830, 0
0.009790, 12.176460, 1.909120, 2.731830, 0
0.010293, 12.161656, 1.909120, 2.731830, 0
0.002035, 12.190696, 1.909120, 2.693356, 0
0.002137, 12.175949, 1.909120, 2.693356, 0
0.002250, 12.161201, 1.909120, 2.693356, 0
0.015775, 12.227453, 1.909120, 2.770304, 0
0.016719, 12.213793, 1.909120, 2.770304, 0
0.017745, 12.200132, 1.909120, 2.770304, 0
0.008661, 12.226776, 1.909120, 2.731830, 0
0.009195, 12.213156, 1.909120, 2.731830, 0
0.009775, 12.199535, 1.909120, 2.731830, 0
0.001894, 12.226099, 1.909120, 2.693356, 0
0.002015, 12.212519, 1.909120, 2.693356, 0
0.002146, 12.198939, 1.909120, 2.693356, 0
0.013847, 12.260195, 1.909120, 2.770304, 0
0.014907, 12.247638, 1.909120, 2.770304, 0
0.016025, 12.235081, 1.909120, 2.770304, 0
0.007656, 12.259450, 1.909120, 2.731830, 0
0.008257, 12.246918, 1.909120, 2.731830, 0
0.008892, 12.234386, 1.909120, 2.731830, 0
0.001684, 12.258705, 1.909120, 2.693356, 0
0.001820, 12.246198, 1.909120, 2.693356, 0
0.001964, 12.233691, 1.909120, 2.693356, 0
0.011450, 12.290294, 1.909120, 2.770304, 0
0.012546, 12.278751, 1.909120, 2.770304, 0
0.013678, 12.267208, 1.909120, 2.770304, 0
0.006391, 12.289517, 1.909120, 2.731830, 0
0.007019, 12.277985, 1.909120, 2.731830, 0
0.007666, 12.266453, 1.909120, 2.731830, 0
0.001417, 12.288740, 1.909120, 2.693356, 0
0.001561, 12.277219, 1.909120, 2.693356, 0
0.001709, 12.265697, 1.909120, 2.693356, 0
0.008845, 12.317962, 1.909120, 2.770304, 0
