nan,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
2.781500,-0.000007,0.000001,-0.000006,0.000000,-0.000005,-0.000000,-0.000004,-0.000001,-0.000003,-0.000001,-0.000003,-0.000001,-0.000002,-0.000002,-0.000002,-0.000002,-0.000002,-0.000002,-0.000003,-0.000002,-0.000003,-0.000002,-0.000003,-0.000002,-0.000004,-0.000002,-0.000006,-0.000003,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.682161,-0.000005,0.000001,-0.000004,0.000001,-0.000004,0.000001,-0.000003,0.000000,-0.000003,0.000000,-0.000003,-0.000000,-0.000003,-0.000000,-0.000003,-0.000001,-0.000003,-0.000001,-0.000003,-0.000001,-0.000003,-0.000001,-0.000004,-0.000002,-0.000004,-0.000003,-0.000006,-0.000003,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.582822,-0.000005,0.000003,-0.000004,0.000003,-0.000004,0.000002,-0.000003,0.000002,-0.000003,0.000001,-0.000003,0.000001,-0.000003,0.000001,-0.000002,-0.000000,-0.000003,-0.000001,-0.000003,-0.000001,-0.000003,-0.000001,-0.000004,-0.000002,-0.000004,-0.000003,-0.000006,-0.000003,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.483482,-0.000005,0.000003,-0.000004,0.000002,-0.000004,0.000002,-0.000004,0.000002,-0.000003,0.000001,-0.000003,0.000001,-0.000003,0.000001,-0.000003,-0.000000,-0.000003,-0.000001,-0.000003,-0.000001,-0.000003,-0.000001,-0.000004,-0.000002,-0.000004,-0.000003,-0.000006,-0.000003,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.384143,-0.000005,-0.000002,-0.000005,-0.000002,-0.000005,-0.000002,-0.000005,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000003,-0.000005,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000005,-0.000003,-0.000005,-0.000004,-0.000005,-0.000004,-0.000006,-0.000005,-0.000005,-0.000007,-0.000007,-0.000003,-0.000004,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.284804,-0.000005,-0.000002,-0.000005,-0.000002,-0.000005,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000005,-0.000003,-0.000005,-0.000004,-0.000005,-0.000004,-0.000006,-0.000005,-0.000005,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.185465,-0.000005,-0.000001,-0.000005,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000005,-0.000003,-0.000005,-0.000004,-0.000006,-0.000004,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.086125,-0.000004,-0.000001,-0.000004,-0.000001,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000002,-0.000004,-0.000003,-0.000004,-0.000003,-0.000005,-0.000003,-0.000005,-0.000004,-0.000006,-0.000004,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.986786,-0.000002,-0.000000,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000005,-0.000004,-0.000005,-0.000004,-0.000005,-0.000004,-0.000006,-0.000004,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.887447,-0.000004,0.000000,-0.000003,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000005,-0.000004,-0.000006,-0.000004,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.788107,-0.000004,0.000000,-0.000004,-0.000000,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000004,-0.000003,-0.000005,-0.000003,-0.000006,-0.000004,-0.000004,-0.000007,-0.000007,-0.000003,-0.000003,-0.000008,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
