nan,2.781500,2.682161,2.582822,2.483482,2.384143,2.284804,2.185465,2.086125,1.986786,1.887447,1.788107,1.688768,1.589429,1.490089,1.390750,1.291411,1.192071,1.092732,0.993393,0.894054,0.794714,0.695375,0.596036,0.496696,0.397357,0.298018,0.198679,0.099339,0.000000
0,0.071493,0.071352,0.071822,0.071842,0.071815,0.071764,0.071699,0.071616,0.071518,0.071401,0.071265,0.071106,0.070923,0.070712,0.070469,0.070188,0.069862,0.069482,0.069037,0.068510,0.067882,0.067128,0.066207,0.065064,0.063609,0.061678,0.058921,0.054167,0.046974
1,0.075871,0.075720,0.076218,0.076239,0.076211,0.076157,0.076086,0.075997,0.075892,0.075767,0.075622,0.075454,0.075259,0.075034,0.074775,0.074476,0.074129,0.073726,0.073251,0.072692,0.072025,0.071223,0.070245,0.069030,0.067483,0.065432,0.062503,0.057455,0.049772
2,0.076032,0.075881,0.076379,0.076399,0.076370,0.076315,0.076243,0.076154,0.076048,0.075922,0.075776,0.075606,0.075410,0.075184,0.074924,0.074624,0.074277,0.073872,0.073398,0.072837,0.072169,0.071365,0.070384,0.069167,0.067617,0.065562,0.062629,0.057570,0.049847
3,0.076073,0.075923,0.076423,0.076440,0.076410,0.076353,0.076281,0.076191,0.076083,0.075957,0.075809,0.075639,0.075440,0.075213,0.074953,0.074652,0.074305,0.073900,0.073425,0.072864,0.072196,0.071391,0.070409,0.069193,0.067644,0.065589,0.062653,0.057588,0.049851
4,0.076090,0.075942,0.076440,0.076456,0.076423,0.076366,0.076291,0.076200,0.076090,0.075962,0.075813,0.075641,0.075443,0.075214,0.074952,0.074652,0.074303,0.073898,0.073424,0.072862,0.072195,0.071391,0.070410,0.069193,0.067643,0.065588,0.062655,0.057586,0.049842
5,0.076102,0.075954,0.076452,0.076466,0.076431,0.076372,0.076296,0.076201,0.076091,0.075961,0.075808,0.075634,0.075434,0.075204,0.074941,0.074640,0.074293,0.073888,0.073413,0.072852,0.072183,0.071380,0.070401,0.069184,0.067634,0.065579,0.062645,0.057570,0.049827
6,0.074709,0.074890,0.075349,0.075310,0.075224,0.075116,0.074991,0.074850,0.074691,0.074517,0.074324,0.074106,0.073866,0.073603,0.073333,0.073032,0.072685,0.072286,0.071819,0.071271,0.070619,0.069832,0.068873,0.067683,0.066170,0.064160,0.061291,0.056325,0.048670
7,0.072839,0.073408,0.073825,0.073729,0.073593,0.073437,0.073270,0.073089,0.072894,0.072680,0.072452,0.072207,0.071935,0.071651,0.071369,0.071063,0.070718,0.070329,0.069879,0.069347,0.068714,0.067954,0.067025,0.065873,0.064405,0.062456,0.059670,0.054845,0.047242
8,0.072098,0.072575,0.072967,0.072847,0.072691,0.072523,0.072345,0.072156,0.071955,0.071739,0.071503,0.071249,0.070979,0.070693,0.070400,0.070093,0.069757,0.069374,0.068929,0.068407,0.067784,0.067035,0.066126,0.064995,0.063554,0.061640,0.058904,0.054142,0.046477
9,0.072350,0.072082,0.072446,0.072301,0.072129,0.071951,0.071765,0.071568,0.071358,0.071137,0.070901,0.070647,0.070375,0.070087,0.069792,0.069486,0.069152,0.068773,0.068336,0.067821,0.067208,0.066468,0.065565,0.064445,0.063022,0.061133,0.058432,0.053697,0.045907
10,0.074906,0.073633,0.073989,0.073853,0.073688,0.073513,0.073329,0.073131,0.072919,0.072691,0.072447,0.072184,0.071903,0.071605,0.071295,0.070976,0.070632,0.070243,0.069792,0.069261,0.068630,0.067871,0.066947,0.065801,0.064344,0.062408,0.059633,0.054713,0.046689
11,0.076892,0.075438,0.075815,0.075715,0.075582,0.075435,0.075276,0.075102,0.074912,0.074705,0.074479,0.074233,0.073965,0.073678,0.073374,0.073057,0.072710,0.072314,0.071852,0.071306,0.070656,0.069873,0.068918,0.067733,0.066221,0.064206,0.061303,0.056164,0.048014
