nan,12,10,8,6,4,2,0
2.000000,7.225277E-04,7.223348E-04,7.226526E-04,7.226565E-04,7.226558E-04,7.225937E-04,6.943274E-04
1.900000,7.237437E-04,7.235433E-04,7.238741E-04,7.238771E-04,7.238773E-04,7.238183E-04,6.953571E-04
1.800000,7.242439E-04,7.240393E-04,7.243822E-04,7.243848E-04,7.243843E-04,7.243229E-04,6.957756E-04
1.700000,7.246820E-04,7.244748E-04,7.248290E-04,7.248317E-04,7.248299E-04,7.247623E-04,6.961812E-04
1.600000,7.252787E-04,7.250687E-04,7.254356E-04,7.254381E-04,7.254359E-04,7.253685E-04,6.967558E-04
1.500000,7.261340E-04,7.259214E-04,7.263019E-04,7.263042E-04,7.263018E-04,7.262407E-04,6.975815E-04
1.400000,7.273001E-04,7.270853E-04,7.274800E-04,7.274823E-04,7.274797E-04,7.274212E-04,6.987080E-04
1.300000,7.288307E-04,7.286132E-04,7.290234E-04,7.290257E-04,7.290230E-04,7.289661E-04,7.001849E-04
1.200000,7.308029E-04,7.305808E-04,7.310080E-04,7.310102E-04,7.310076E-04,7.309518E-04,7.020860E-04
1.100000,7.333242E-04,7.330982E-04,7.335367E-04,7.335388E-04,7.335362E-04,7.334819E-04,7.045094E-04
1.000000,7.365393E-04,7.363237E-04,7.367556E-04,7.367579E-04,7.367549E-04,7.367049E-04,7.075945E-04
0.900000,7.406476E-04,7.404235E-04,7.408650E-04,7.408674E-04,7.408637E-04,7.408214E-04,7.115346E-04
0.800000,7.459167E-04,7.456917E-04,7.461304E-04,7.461329E-04,7.461287E-04,7.460891E-04,7.165873E-04
0.700000,7.527047E-04,7.524791E-04,7.529090E-04,7.529114E-04,7.529070E-04,7.528707E-04,7.230929E-04
0.600000,7.614704E-04,7.612422E-04,7.616657E-04,7.616680E-04,7.616625E-04,7.616333E-04,7.314972E-04
0.500000,7.727941E-04,7.725614E-04,7.729831E-04,7.729855E-04,7.729787E-04,7.729507E-04,7.423652E-04
0.400000,7.873516E-04,7.871116E-04,7.875372E-04,7.875397E-04,7.875328E-04,7.875041E-04,7.563493E-04
0.300000,8.056312E-04,8.053819E-04,8.058139E-04,8.058171E-04,8.058111E-04,8.057807E-04,7.739079E-04
0.200000,8.270547E-04,8.268015E-04,8.272287E-04,8.272259E-04,8.272207E-04,8.271959E-04,7.945243E-04
0.100000,8.409734E-04,8.407284E-04,8.411494E-04,8.411575E-04,8.411045E-04,8.408899E-04,8.078940E-04
0.000000,8.028506E-04,8.025594E-04,8.029690E-04,8.029647E-04,8.030426E-04,8.033379E-04,7.719531E-04
