nan,2.000000,1.900000,1.800000,1.700000,1.600000,1.500000,1.400000,1.300000,1.200000,1.100000,1.000000,0.900000,0.800000,0.700000,0.600000,0.500000,0.400000,0.300000,0.200000,0.100000
1,    0.0006932700,    0.0006956800,    0.0006958800,    0.0006962100,    0.0006967400,    0.0006975400,    0.0006986600,    0.0007001300,    0.0007020200,    0.0007044200,    0.0007074800,    0.0007113900,    0.0007164000,    0.0007228500,    0.0007312000,    0.0007420000,    0.0007559400,    0.0007736200,    0.0007953300,    0.0008169500
2,    0.0007206500,    0.0007236600,    0.0007240000,    0.0007243600,    0.0007249300,    0.0007257700,    0.0007269300,    0.0007284700,    0.0007304400,    0.0007329500,    0.0007361400,    0.0007402100,    0.0007454300,    0.0007521500,    0.0007608300,    0.0007720700,    0.0007865800,    0.0008049400,    0.0008276200,    0.0008496500
3,    0.0007212300,    0.0007241600,    0.0007244700,    0.0007248000,    0.0007253600,    0.0007262000,    0.0007273700,    0.0007289100,    0.0007308800,    0.0007333900,    0.0007365900,    0.0007406800,    0.0007459000,    0.0007526300,    0.0007613300,    0.0007725800,    0.0007871000,    0.0008054600,    0.0008281900,    0.0008510600
4,    0.0007212800,    0.0007242100,    0.0007245200,    0.0007248600,    0.0007254100,    0.0007262400,    0.0007274100,    0.0007289400,    0.0007309100,    0.0007334200,    0.0007366200,    0.0007407000,    0.0007459200,    0.0007526500,    0.0007613400,    0.0007725900,    0.0007871100,    0.0008054500,    0.0008281900,    0.0008513300
5,    0.0007212900,    0.0007242200,    0.0007245300,    0.0007248700,    0.0007254200,    0.0007262600,    0.0007274300,    0.0007289600,    0.0007309400,    0.0007334500,    0.0007366400,    0.0007407200,    0.0007459400,    0.0007526700,    0.0007613600,    0.0007725900,    0.0007871100,    0.0008054300,    0.0008282100,    0.0008512000
6,    0.0007212900,    0.0007242200,    0.0007245300,    0.0007248700,    0.0007254300,    0.0007262700,    0.0007274300,    0.0007289700,    0.0007309400,    0.0007334500,    0.0007366500,    0.0007407200,    0.0007459500,    0.0007526700,    0.0007613600,    0.0007725900,    0.0007871000,    0.0008054100,    0.0008282700,    0.0008509900
7,    0.0007212900,    0.0007242200,    0.0007245300,    0.0007248700,    0.0007254300,    0.0007262700,    0.0007274300,    0.0007289700,    0.0007309400,    0.0007334500,    0.0007366500,    0.0007407200,    0.0007459500,    0.0007526700,    0.0007613600,    0.0007725900,    0.0007870900,    0.0008054100,    0.0008283400,    0.0008507900
8,    0.0007212900,    0.0007242100,    0.0007245300,    0.0007248700,    0.0007254300,    0.0007262700,    0.0007274300,    0.0007289700,    0.0007309400,    0.0007334500,    0.0007366500,    0.0007407200,    0.0007459400,    0.0007526700,    0.0007613500,    0.0007725800,    0.0007870800,    0.0008054100,    0.0008283800,    0.0008506100
9,    0.0007212800,    0.0007242100,    0.0007245300,    0.0007248700,    0.0007254200,    0.0007262600,    0.0007274300,    0.0007289700,    0.0007309400,    0.0007334500,    0.0007366400,    0.0007407200,    0.0007459400,    0.0007526600,    0.0007613500,    0.0007725700,    0.0007870800,    0.0008054200,    0.0008284100,    0.0008504600
10,    0.0007212700,    0.0007242000,    0.0007245200,    0.0007248600,    0.0007254200,    0.0007262600,    0.0007274200,    0.0007289600,    0.0007309300,    0.0007334400,    0.0007366300,    0.0007407100,    0.0007459300,    0.0007526500,    0.0007613300,    0.0007725600,    0.0007870700,    0.0008054300,    0.0008284000,    0.0008503100
